FR-CRC	DE-CRC	CN-CRC	US-CRC	AT-CRC	all
K00075	0.309928858645221	0.293888888888889	0.504566210045662	0.416050295857988	0.278295376121463	0.359185284118504
K00076	0.660686668728735	0.466944444444444	0.56570268899036	0.548816568047337	0.613699102829538	0.576693783389995
K00077	0.490566037735849	0.335277777777778	0.551750380517504	0.476701183431953	0.335576259489303	0.419918649830015
K00078	0.309310238168883	0.292222222222222	0.489345509893455	0.441937869822485	0.254830917874396	0.354680670228266
K00079	0.426074853077637	0.533333333333333	0.490740740740741	0.512204142011834	0.523809523809524	0.486073336571151
K00082	0.704299412310547	0.485555555555556	0.616565195332319	0.486686390532544	0.604727398205659	0.567265662943176
K00085	0.490566037735849	0.494583333333333	0.514205986808727	0.489644970414201	0.524154589371981	0.500394609033511
K00086	0.494587070832045	0.375277777777778	0.528919330289193	0.375739644970414	0.349723947550035	0.434476687712482
K00087	0.714197339931952	0.596666666666667	0.69533231861999	0.531434911242604	0.552622498274672	0.608383924235066
K00088	0.467677080111352	0.391666666666667	0.631912734652461	0.472263313609467	0.379054520358868	0.468243079164643
K00090	0.539746365604702	0.413333333333333	0.489599188229325	0.566568047337278	0.589544513457557	0.518036668285575
K00091	0.571914630374265	0.575277777777778	0.573059360730594	0.473742603550296	0.630607315389924	0.564843370568237
K00093	0.491493968450356	0.534722222222222	0.495687468290208	0.544008875739645	0.499654934437543	0.524235065565809
K00094	0.516548097742035	0.553333333333333	0.680365296803653	0.692307692307692	0.461525189786059	0.57719159786304
K00096	0.336220228889576	0.380555555555556	0.512176560121766	0.496671597633136	0.318668046928916	0.395659300631374
K00097	0.706773894215899	0.483333333333333	0.647894469812278	0.596153846153846	0.694789510006901	0.630846284604177
K00098	0.554283946798639	0.648472222222222	0.581811263318113	0.602440828402367	0.574016563146998	0.604358912093249
K00099	0.505412929167955	0.351388888888889	0.589802130898021	0.449704142011834	0.392512077294686	0.457788975230695
K00100	0.44324157129601	0.361388888888889	0.585743277524099	0.512943786982249	0.320393374741201	0.428697183098592
K00101	0.624188060624807	0.535833333333333	0.490867579908676	0.631286982248521	0.635265700483092	0.589248421563866
K00102	0.527992576554284	0.4325	0.599695585996956	0.574704142011834	0.546411318150449	0.533007527926178
K00104	0.605320136096505	0.439166666666667	0.662100456621005	0.57655325443787	0.435990338164251	0.537876396308888
K00105	0.438137952366223	0.538333333333333	0.533485540334855	0.553254437869823	0.501035196687371	0.505500242836328
K00106	0.583823074543767	0.565	0.450152207001522	0.432877218934911	0.568150448585231	0.517156386595435
K00108	0.621558923600371	0.572222222222222	0.524987316083206	0.566568047337278	0.651138716356108	0.596175327829043
K00111	0.560470151562017	0.447222222222222	0.581684424150178	0.561020710059172	0.468771566597654	0.512427149101506
K00112	0.633776678008042	0.485555555555556	0.45712836123795	0.539201183431953	0.65200138026225	0.562439290917921
K00113	0.615218063717909	0.497777777777778	0.481988838153222	0.544748520710059	0.647860593512767	0.566603933948519
K00116	0.617383235385091	0.533888888888889	0.509386098427194	0.575258875739645	0.624051069703244	0.579923506556581
K00117	0.603928240024745	0.536111111111111	0.538685946220193	0.588757396449704	0.619220151828847	0.587105390966489
K00118	0.563872564181874	0.523333333333333	0.611618467782851	0.538091715976331	0.489820565907522	0.542101748421564
K00121	0.615527373956078	0.474444444444444	0.575596144089295	0.565828402366864	0.562284334023464	0.551827343370568
K00122	0.436127435818126	0.338333333333333	0.379502790461695	0.406804733727811	0.453933747412008	0.404777804759592
K00123	0.510671203216826	0.493888888888889	0.60832064941654	0.478920118343195	0.397688060731539	0.492599562894609
K00124	0.573770491803279	0.249444444444444	0.497463216641299	0.552514792899408	0.575051759834369	0.494882224380767
K00125	0.517785338694711	0.418611111111111	0.551496702181634	0.448224852071006	0.326604554865424	0.432036182612919
K00127	0.544076708939066	0.396388888888889	0.515474378488077	0.47707100591716	0.549171842650104	0.503600048567266
K00128	0.42653881843489	0.460277777777778	0.650684931506849	0.435281065088757	0.268633540372671	0.44954468188441
K00129	0.518867924528302	0.474444444444444	0.47818366311517	0.50887573964497	0.50552104899931	0.512323943661972
K00130	0.525518094648933	0.478611111111111	0.501775748351091	0.44896449704142	0.58264320220842	0.497929820301117
K00131	0.406433652953913	0.499166666666667	0.454084221207509	0.598742603550296	0.397688060731539	0.463762748907237
K00132	0.673677698731828	0.5275	0.701166920345002	0.40939349112426	0.606452726017943	0.58197547353084
K00133	0.453758119393752	0.308333333333333	0.609842719431761	0.472263313609467	0.42184265010352	0.456004128217581
K00134	0.517476028456542	0.463333333333333	0.623287671232877	0.458949704142012	0.423567977915804	0.499046867411365
K00135	0.540674296319208	0.509166666666667	0.567478437341451	0.558062130177515	0.597826086956522	0.556586935405537
K00137	0.633467367769873	0.538611111111111	0.515728056823947	0.596153846153846	0.632677708764665	0.590401894123361
K00138	0.611815651098051	0.514861111111111	0.526636225266362	0.615384615384615	0.608695652173913	0.581095191840699
K00140	0.419424682957006	0.429166666666667	0.581177067478437	0.40939349112426	0.436680469289165	0.446837056823701
K00141	0.57624497370863	0.491527777777778	0.553779807204465	0.480029585798817	0.622843340234645	0.551535939776591
K00142	0.538509124652026	0.454861111111111	0.639523084728564	0.526997041420118	0.654416839199448	0.557187955318116
K00143	0.523816888339004	0.518055555555555	0.558472856418062	0.52292899408284	0.618184955141477	0.549034725594949
K00145	0.359418496752242	0.287777777777778	0.566717402333841	0.498520710059172	0.317632850241546	0.403612190383681
K00146	0.582121868233839	0.445694444444444	0.51179604261796	0.542899408284024	0.66959972394755	0.561358669256921
K00147	0.42097123414785	0.279444444444444	0.563673262303399	0.414940828402367	0.323498964803313	0.40837178241865
K00150	0.549644293226106	0.564305555555556	0.590816844241502	0.532729289940828	0.615942028985507	0.560186983972802
K00151	0.576554283946799	0.485277777777778	0.495053272450533	0.550665680473373	0.653899240855763	0.562566779990287
K00154	0.504639653572533	0.532083333333333	0.47869101978691	0.451183431952663	0.521739130434783	0.498591549295775
K00156	0.7256418187442	0.640555555555556	0.633942161339422	0.596153846153846	0.646825396825397	0.655591306459446
K00158	0.516857407980204	0.570277777777778	0.580035514967022	0.526812130177515	0.437370600414079	0.512160029140359
K00161	0.683575626353232	0.609166666666667	0.711821410451547	0.589497041420118	0.470841959972395	0.607121175327829
K00162	0.688215279925766	0.597777777777778	0.714611872146119	0.591715976331361	0.458419599723948	0.603187226809131
K00163	0.628518403959171	0.478055555555556	0.484779299847793	0.602995562130177	0.609903381642512	0.572073822243808
K00164	0.623878750386638	0.516944444444444	0.50076103500761	0.513498520710059	0.594375431331953	0.549228994657601
K00167	0.491184658212187	0.505555555555556	0.538305428716388	0.499445266272189	0.540372670807453	0.50990772219524
K00169	0.400866068666873	0.299166666666667	0.498731608320649	0.396819526627219	0.410110420979986	0.386492229237494
K00170	0.392514692236313	0.324722222222222	0.506849315068493	0.390532544378698	0.414596273291925	0.390851141330743
K00171	0.473863284874729	0.356666666666667	0.467021816336885	0.358727810650888	0.440131124913734	0.401730208839242
K00172	0.362202288895762	0.302222222222222	0.475900558092339	0.380177514792899	0.418391994478951	0.36506192326372
K00174	0.757191463037427	0.608611111111111	0.60882800608828	0.567307692307692	0.66304347826087	0.628600048567266
K00175	0.774512836374884	0.625277777777778	0.613647894469812	0.56508875739645	0.657867494824017	0.633966731423021
K00176	0.826476956387256	0.597222222222222	0.593860984271943	0.50258875739645	0.673740510697032	0.624435405536668
K00177	0.788431797092484	0.590277777777778	0.621765601217656	0.528476331360947	0.662008281573499	0.639139145216124
K00179	0.677080111351686	0.589444444444444	0.594368340943683	0.518121301775148	0.605417529330573	0.583748178727538
K00180	0.708939065883081	0.585555555555555	0.597158802638255	0.510355029585799	0.602657004830918	0.586480087421078
K00183	0.428394679863903	0.463055555555556	0.590055809233891	0.475221893491124	0.344202898550725	0.448257649344342
K00184	0.548716362511599	0.486111111111111	0.597158802638255	0.458210059171598	0.458764665286404	0.498039096648859
K00185	0.600371172285803	0.528611111111111	0.620243531202435	0.458949704142012	0.392512077294686	0.511352598348713
K00186	0.539127745128364	0.539166666666667	0.531709791983765	0.507951183431953	0.65424430641822	0.539145216124332
K00187	0.529229817506959	0.517916666666667	0.557204464738711	0.474112426035503	0.649930986887509	0.529219281204468
K00188	0.50974327250232	0.499583333333333	0.459918822932522	0.460798816568047	0.499137336093858	0.483474987858184
K00192	0.56232601299103	0.467361111111111	0.504439370877727	0.528846153846154	0.510869565217391	0.512833899951433
K00194	0.410454686050108	0.471111111111111	0.549720953830543	0.434171597633136	0.286576949620428	0.428782175813502
K00196	0.635632539437055	0.485833333333333	0.613140537798072	0.428994082840237	0.392167011732229	0.500977416221467
K00197	0.38509124652026	0.460277777777778	0.554794520547945	0.417899408284024	0.278985507246377	0.4183644973288
K00198	0.446953294154037	0.517222222222222	0.627092846270928	0.461168639053254	0.299689440993789	0.465013355998057
K00200	0.530776368697804	0.506666666666667	0.535641806189751	0.51405325443787	0.663216011042098	0.535927634774162
K00201	0.550881534178781	0.492222222222222	0.513571790969051	0.528476331360947	0.641131815044858	0.528284361340457
K00202	0.528920507268791	0.441388888888889	0.528919330289193	0.519600591715976	0.523291925465839	0.501863768819815
K00203	0.557841014537581	0.494861111111111	0.524860476915271	0.483727810650888	0.62336093857833	0.525461389023798
K00204	0.554438601917724	0.501527777777778	0.514586504312532	0.535502958579882	0.65752242926156	0.538513841670714
K00205	0.585214970615527	0.574166666666667	0.637620497209538	0.529585798816568	0.68167701863354	0.588708110733366
K00207	0.5069594803588	0.663888888888889	0.525114155251142	0.425665680473373	0.593167701863354	0.552525497814473
K00208	0.641200123724095	0.5725	0.570015220700152	0.559541420118343	0.735852311939268	0.622334871296746
K00209	0.231054747912156	0.324722222222222	0.446220192795535	0.399778106508876	0.296928916494134	0.337560709082079
K00210	0.623878750386638	0.513611111111111	0.517503805175038	0.560650887573965	0.704106280193237	0.581307673627975
K00215	0.426229508196721	0.389722222222222	0.622526636225266	0.406804733727811	0.339717046238785	0.432230451675571
K00216	0.524280853696257	0.468472222222222	0.535261288685946	0.57396449704142	0.584023464458247	0.52520033997086
K00217	0.528456541911537	0.508611111111111	0.570268899036022	0.472633136094675	0.5	0.523257649344342
K00218	0.562635323229199	0.559722222222222	0.518772196854389	0.512573964497041	0.637163561076605	0.555275619232637
K00219	0.471388802969378	0.4	0.591577879249112	0.553994082840237	0.323498964803313	0.465571879553181
K00220	0.630683575626353	0.551944444444444	0.587645865043125	0.47707100591716	0.628191856452726	0.569627246236037
K00221	0.57902876585215	0.572222222222222	0.576864535768645	0.508136094674556	0.48895790200138	0.546424235065566
K00226	0.607794618001856	0.585	0.561390157280568	0.632766272189349	0.58264320220842	0.587281447304517
K00228	0.594803587998763	0.522222222222222	0.519279553526129	0.607248520710059	0.608695652173913	0.575819572608062
K00230	0.572223940612434	0.493055555555556	0.557331303906646	0.544748520710059	0.690993788819876	0.580105633802817
K00231	0.710176306835756	0.575555555555555	0.639776763064434	0.596523668639053	0.725155279503106	0.654000728508985
K00234	0.594803587998763	0.469722222222222	0.5	0.671227810650888	0.718253968253968	0.595889995143273
K00235	0.562635323229199	0.585833333333333	0.516869609335363	0.60835798816568	0.63543823326432	0.585350898494415
K00239	0.612434271574389	0.4875	0.621258244545916	0.557692307692308	0.469461697722567	0.536067265662943
K00240	0.648004948963811	0.474722222222222	0.596651445966514	0.584319526627219	0.59472049689441	0.570307187955318
K00241	0.690999072069286	0.559166666666667	0.568239472349061	0.618343195266272	0.725845410628019	0.633493200582807
K00242	0.598669965975874	0.557361111111111	0.53335870116692	0.60521449704142	0.616114561766736	0.579632102962603
K00243	0.377049180327869	0.494722222222222	0.544901065449011	0.576183431952663	0.425638371290545	0.471958474987858
K00244	0.392824002474482	0.251666666666667	0.506088280060883	0.508136094674556	0.30175983436853	0.390875424963575
K00245	0.482214661305289	0.404722222222222	0.554287163876205	0.490754437869822	0.486714975845411	0.480384895580379
K00246	0.527064645839777	0.4325	0.525621511922882	0.57396449704142	0.65855762594893	0.552926177756192
K00247	0.612588926693474	0.566111111111111	0.51002029426687	0.638683431952663	0.601621808143547	0.589916221466732
K00248	0.593257036807918	0.329722222222222	0.589548452562151	0.595414201183432	0.420807453416149	0.497480573093735
K00249	0.478812248685431	0.340277777777778	0.553526128868595	0.524408284023669	0.438750862663906	0.464199854298203
K00252	0.500154655119084	0.565833333333333	0.651065449010655	0.555473372781065	0.535541752933057	0.557030111704711
K00253	0.560779461800186	0.536666666666667	0.527143581938103	0.519600591715976	0.463940648723257	0.500182127246236
K00254	0.553665326322301	0.496388888888889	0.581430745814307	0.612426035502959	0.531573498964803	0.550758863525983
K00257	0.686359418496752	0.455555555555556	0.612886859462202	0.625739644970414	0.588509316770186	0.597468431277319
K00259	0.654809774203526	0.54	0.593099949264333	0.57914201183432	0.673740510697032	0.611358669256921
K00260	0.680173213733374	0.614166666666667	0.687468290208016	0.529585798816568	0.632332643202208	0.636091549295775
K00261	0.444788122486854	0.585277777777778	0.461440892947742	0.449704142011834	0.601621808143547	0.50341792132103
K00262	0.555830497989483	0.4725	0.653475393201421	0.527366863905326	0.444616977225673	0.527033754249636
K00263	0.495205691308382	0.531805555555556	0.563165905631659	0.573594674556213	0.550552104899931	0.534494900437105
K00264	0.440767089390659	0.393055555555556	0.592085235920852	0.449704142011834	0.428743961352657	0.462924963574551
K00265	0.460253634395298	0.403055555555556	0.530948756976154	0.461538461538462	0.441856452726018	0.462451432734337
K00266	0.431487782245592	0.253888888888889	0.487062404870624	0.448224852071006	0.360420979986197	0.395841427877611
K00273	0.5	0.575	0.470826991374937	0.472818047337278	0.624223602484472	0.535114133074308
K00274	0.44880915558305	0.4	0.529426686960934	0.470414201183432	0.542270531400966	0.484828800388538
K00275	0.662851840395917	0.632222222222222	0.585489599188229	0.536612426035503	0.705486542443064	0.633311073336571
K00276	0.555211877513146	0.452083333333333	0.516489091831558	0.502218934911243	0.686335403726708	0.553800388538125
K00278	0.444169502010517	0.388611111111111	0.585743277524099	0.588757396449704	0.402864044168392	0.479037153958232
K00281	0.679554593257037	0.5625	0.568239472349061	0.590236686390533	0.700655624568668	0.623755463817387
K00282	0.704299412310547	0.5975	0.644850329781837	0.472633136094675	0.58264320220842	0.600783147158815
K00283	0.701824930405196	0.596944444444444	0.639269406392694	0.479289940828402	0.5891994478951	0.600734579893152
K00284	0.321682647695639	0.233055555555556	0.490360223236936	0.431213017751479	0.383195307108351	0.367065322972317
K00285	0.609031858954531	0.515833333333333	0.507610350076103	0.536612426035503	0.57815734989648	0.547255949490044
K00286	0.489638107021342	0.263888888888889	0.616184677828513	0.443047337278107	0.341787439613527	0.428247935891209
K00287	0.588308072997216	0.540277777777778	0.634956874682902	0.490014792899408	0.469461697722567	0.531052695483244
K00289	0.458088462728116	0.541111111111111	0.473490613901573	0.518121301775148	0.577639751552795	0.51406629431763
K00290	0.492731209403031	0.34	0.551243023845764	0.556213017751479	0.486369910282954	0.481744779018941
K00293	0.475719146303743	0.577777777777778	0.643328259766616	0.521264792899408	0.502760524499655	0.554929577464789
K00294	0.652335292298175	0.528611111111111	0.578513444951801	0.53698224852071	0.574706694271912	0.573670471102477
K00297	0.394679863903495	0.420555555555556	0.658041603247083	0.485576923076923	0.344547964113182	0.450212481787275
K00298	0.517630683575626	0.614444444444444	0.592846270928463	0.558247041420118	0.475845410628019	0.550977416221467
K00299	0.6302196102691	0.564305555555556	0.535261288685946	0.599297337278107	0.628364389233954	0.593522340942205
K00301	0.583049798948345	0.555277777777778	0.512176560121766	0.615754437869822	0.647860593512767	0.585745507527926
K00302	0.485617073925147	0.367777777777778	0.517250126839168	0.463387573964497	0.361111111111111	0.4279322486644
K00303	0.403031240334055	0.310277777777778	0.395991882293252	0.467085798816568	0.522946859903382	0.416858912093249
K00306	0.494277760593876	0.506944444444444	0.59728564180619	0.627218934911243	0.395617667356798	0.508323215152987
K00311	0.558923600371172	0.457222222222222	0.536276002029427	0.404770710059172	0.539337474120083	0.502416221466731
K00313	0.657593566347046	0.605833333333333	0.567224759005581	0.515162721893491	0.53743961352657	0.565159057795046
K00314	0.556139808227652	0.455277777777778	0.594368340943683	0.514423076923077	0.509489302967564	0.523451918406994
K00315	0.49860810392824	0.604444444444444	0.626078132927448	0.532544378698225	0.457384403036577	0.548937591063623
K00316	0.531858954531395	0.497222222222222	0.449391171993912	0.432692307692308	0.500345065562457	0.483110733365712
K00318	0.602845654191154	0.495416666666667	0.497843734145104	0.480029585798817	0.614734299516908	0.53613404565323
K00319	0.559851531085679	0.491388888888889	0.560375443937088	0.490384615384615	0.637336093857833	0.532078678970374
K00320	0.575626353232292	0.52	0.522831050228311	0.470599112426036	0.641476880607315	0.535199125789218
K00322	0.608567893597278	0.549722222222222	0.52181633688483	0.59060650887574	0.638888888888889	0.586055123846527
K00324	0.446643983915868	0.539444444444445	0.549720953830543	0.564718934911243	0.444616977225673	0.498099805730937
K00325	0.459635013918961	0.531666666666667	0.546169457128361	0.542899408284024	0.451863354037267	0.494663671685284
K00326	0.714351995051036	0.542777777777778	0.562404870624049	0.620747041420118	0.682367149758454	0.626347741622147
K00329	0.531704299412311	0.646388888888889	0.47818366311517	0.431028106508876	0.580227743271222	0.535860854783876
K00330	0.641200123724095	0.415	0.546423135464231	0.63905325443787	0.726190476190476	0.59014691597863
K00331	0.711722858026601	0.510555555555556	0.593099949264333	0.626109467455621	0.738267770876467	0.634318844099077
K00332	0.635632539437055	0.55	0.555301877219685	0.481508875739645	0.501552795031056	0.539169499757164
K00333	0.689452520878441	0.572222222222222	0.592085235920852	0.511834319526627	0.512594893029676	0.574204711024769
K00334	0.613980822765233	0.622777777777778	0.663876204972095	0.559171597633136	0.438405797101449	0.574751092763477
K00335	0.556449118465821	0.531388888888889	0.590055809233891	0.450813609467456	0.41735679779158	0.499313987372511
K00336	0.49582431178472	0.457222222222222	0.63013698630137	0.479289940828402	0.285541752933057	0.467866682855755
K00337	0.690071141354779	0.548888888888889	0.592846270928463	0.603180473372781	0.736197377501725	0.636953618261292
K00338	0.717909062789978	0.547777777777778	0.597666159309995	0.617973372781065	0.75	0.637512141816416
K00339	0.69254562326013	0.533611111111111	0.584728564180619	0.56508875739645	0.742063492063492	0.62471466731423
K00340	0.713578719455614	0.537222222222222	0.58650431253171	0.608727810650888	0.725845410628019	0.63320179698883
K00341	0.689143210640272	0.544166666666667	0.593099949264333	0.586908284023669	0.738267770876467	0.630214910150559
K00342	0.690071141354779	0.528333333333333	0.588787417554541	0.601331360946746	0.740338164251208	0.633420349684313
K00343	0.674605629446335	0.556388888888889	0.592085235920852	0.615014792899408	0.739648033126294	0.635508742107819
K00344	0.545932570368079	0.429722222222222	0.563926940639269	0.542529585798816	0.545031055900621	0.52628096163186
K00346	0.663470460872255	0.559444444444445	0.54236428209031	0.563979289940828	0.696514837819186	0.595513598834386
K00347	0.664398391586762	0.533333333333333	0.540842212075089	0.595784023668639	0.70376121463078	0.599423263720253
K00348	0.669656665635633	0.549444444444445	0.54337899543379	0.603180473372781	0.723084886128364	0.603721466731423
K00349	0.676461490875348	0.558055555555556	0.536022323693557	0.598372781065089	0.69824016563147	0.603660757649344
K00350	0.673368388493659	0.537222222222222	0.534500253678336	0.586908284023669	0.703416149068323	0.598512627489072
K00351	0.653881843489019	0.541666666666667	0.576103500761035	0.575443786982249	0.563319530710835	0.582254735308402
K00354	0.557686359418497	0.530555555555556	0.56443429731101	0.542159763313609	0.537094547964113	0.544202282661486
K00355	0.652025982060006	0.553888888888889	0.593099949264333	0.569526627218935	0.635093167701863	0.600783147158815
K00356	0.531704299412311	0.646388888888889	0.47818366311517	0.431028106508876	0.580227743271222	0.535860854783876
K00362	0.54840705227343	0.525555555555556	0.552765093860984	0.577292899408284	0.517425810904072	0.542514570179699
K00363	0.618156510980513	0.51375	0.508117706747844	0.557322485207101	0.58264320220842	0.562293589120933
K00364	0.503247757500773	0.455277777777778	0.492643328259767	0.539940828402367	0.521221532091097	0.502537639630889
K00366	0.423136405815032	0.433611111111111	0.54363267376966	0.513683431952663	0.343167701863354	0.437524283632831
K00367	0.522888957624497	0.463611111111111	0.490106544901065	0.460983727810651	0.507246376811594	0.501238465274405
K00368	0.513454995360346	0.496111111111111	0.436326737696601	0.433801775147929	0.537784679089027	0.476693783389995
K00370	0.61769254562326	0.498055555555556	0.479959411466261	0.572115384615385	0.592650103519669	0.563617047110248
K00371	0.619857717290442	0.52	0.483257229832572	0.559171597633136	0.556073153899241	0.555785575522098
K00372	0.494587070832045	0.538055555555556	0.46689497716895	0.471523668639053	0.51984126984127	0.494627246236037
K00373	0.581039282400247	0.557777777777778	0.449264332825977	0.550665680473373	0.593685300207039	0.552495143273434
K00374	0.649860810392824	0.532777777777778	0.511161846778285	0.578402366863905	0.602311939268461	0.582788975230695
K00375	0.270955768635942	0.283333333333333	0.488077118214105	0.433801775147929	0.315562456866805	0.355384895580379
K00376	0.442932261057841	0.456944444444444	0.498604769152714	0.455251479289941	0.62336093857833	0.4933644973288
K00380	0.6510980513455	0.620277777777778	0.572552004058853	0.548076923076923	0.682712215320911	0.623998300145702
K00381	0.601608413238478	0.530138888888889	0.551750380517504	0.567122781065089	0.561594202898551	0.561467945604663
K00382	0.712341478502938	0.691666666666667	0.67427701674277	0.637573964497041	0.630607315389924	0.664127003399709
K00383	0.515620167027529	0.5125	0.506088280060883	0.592085798816568	0.466011042097999	0.519955075279262
K00384	0.459635013918961	0.390833333333333	0.612886859462202	0.51146449704142	0.270013802622498	0.447601991257892
K00385	0.289823693164244	0.394166666666667	0.457635717909691	0.523298816568047	0.264837819185645	0.373014813016027
K00387	0.43210640272193	0.410555555555556	0.457635717909691	0.473002958579882	0.556418219461698	0.46307066537154
K00389	0.640426848128673	0.544166666666667	0.563800101471334	0.691198224852071	0.64975845410628	0.616767848470131
K00390	0.524899474172595	0.498055555555556	0.561897513952308	0.448594674556213	0.597135955831608	0.52405900922778
