species	fc	auroc	p.val	p.adj
K00044	0.106551814093026	0.5398433705682371	0.06986061921785747	0.11694891116962461
K00045	0.15042167590526967	0.5707928606119476	0.03256084935145376	0.06270190186173194
K00046	1.3471682957173786e-4	0.5028715395823216	0.9011917104466873	0.9261051616849758
K00048	-0.06315393938451662	0.35570058280718797	1.1942532408852928e-8	5.307421525833801e-7
K00049	-0.0578087353047831	0.44830621661000486	0.11456173846930072	0.1760360497437294
K00050	-0.017925120441786426	0.45498421563865954	0.10133331271820883	0.15871362525563126
K00052	-0.026971776554066525	0.3957442933462846	7.187684950439379e-5	5.298414178291303e-4
K00053	-0.03505033543227928	0.3936194754735308	5.90721191705672e-5	4.549067841257135e-4
K00054	0.022954726285349673	0.5039643030597377	0.4065615159357747	0.49649936433360264
K00055	0.01614979705462212	0.5054334628460418	0.8301011222616561	0.8705938599329565
K00057	-0.021917672536812875	0.4081896551724138	0.0016794723487400785	0.005969706226196302
