species	fc	auroc	p.val	p.adj
K03569	-0.020880260132554597	0.4188501699854298	0.005988973241018487	0.016089929798143218
K03570	0.001074902013016059	0.4777379796017484	0.7426443924558357	0.8002893717131093
K03571	-0.06878093818422476	0.35511777561923263	1.737456524845537e-8	7.087931618023716e-7
K03572	-0.0011513372639907519	0.47868504128217576	0.6909271989706003	0.7570696787618629
K03573	-0.025387299198804447	0.4692144244779019	0.3637810244669036	0.4545120228732869
K03574	-0.03948543165552533	0.3685709082078679	1.1248646121981102e-6	1.7932460901875687e-5
K03575	0.004202379108291679	0.4860672656629432	0.49540718514751103	0.5828966362739906
K03576	0.20204387918530667	0.5903776104905294	4.94152415648319e-4	0.0023838583787036856
K03577	0.08241579170089583	0.5875849927149102	9.354033406183682e-5	6.470550934451407e-4
K03578	-0.013901798327126538	0.48259470616804273	0.6242214446201221	0.6985063429389606
K03579	0.1925380388006727	0.5751881981544439	0.0053227677848530774	0.01464635687599662
K03580	0.017739802951772993	0.49722559494900437	0.8945693988455625	0.9207648725571697
K03581	-0.04003168515979447	0.39148251578436133	1.2737670136984603e-4	8.249714854595903e-4
K03582	0.17002728052255084	0.6343552695483244	2.0288185575978446e-8	7.812388866953611e-7
K03583	0.08844650869250952	0.5233790675084993	0.698709137812022	0.7629692781461407
K03584	-0.0060934309316439785	0.4370264691597863	0.048473358934129664	0.08636182985912687
K03585	0.14876289386823033	0.6238404565322972	1.5982750478649166e-7	3.772782791028312e-6
K03586	0.34665586131013276	0.5811376881981545	0.001486704765268021	0.00542013584221224
K03587	0.06602338341551528	0.5844281204468189	6.3193936293926e-4	0.0028858080552134403
K03588	-0.04047523688905349	0.3670167557066537	1.3582986055319736e-7	3.35567248664809e-6
K03589	-0.011077888143396077	0.42408329286061197	0.02170970878350241	0.045435604675812064
K03590	0.07041903008782048	0.5889813016027198	6.923962851068666e-5	5.147675185070209e-4
K03591	0.2951198702843149	0.5783329286061195	0.0034372200334160663	0.010492358160331852
K03592	0.0616166595416764	0.5568783389995143	0.007871321787566998	0.020062917276544526
K03593	-0.0011991724491609008	0.4700400679941719	0.6647412633594088	0.7335298585135382
K03594	0.15170958947209573	0.6412518212724624	3.792435254723614e-9	2.2182957684798786e-7
K03595	-0.0068690250517431245	0.44422656629431767	0.09860754045581072	0.1551162713715591
K03596	-0.010767861376226547	0.4362736765420107	0.04890274365101924	0.08699045745613998
K03597	0.2964859152680985	0.5771369596891696	0.00503935838509828	0.014065998580160288
K03598	0.306824748089886	0.5851869839728023	0.0015313896374367086	0.005542404261059608
K03599	0.04688590202769504	0.5209264205925206	0.6920771347224741	0.7578077917023099
K03600	0.1377399515432132	0.5400558523555123	0.2749554112819914	0.36183131459855117
K03601	-0.007046913761610064	0.4479055366682856	0.16118429133934284	0.23398194116869933
K03602	0.02166267870017711	0.5167374939290917	0.17698642994125335	0.25276966789635014
K03603	0.31844310798331615	0.586261534725595	0.0012037886501574668	0.004635110702808639
K03604	0.02249207064149386	0.5256860126274892	0.2792637635844377	0.3664099025753261
K03605	0.10582931336605284	0.5943237008256435	3.736728397907285e-5	3.091119723187285e-4
K03606	0.012419939061753147	0.5152319086935405	0.25549241464247974	0.3415869173917523
K03607	0.32589785020356754	0.584051724137931	0.0017643621748673066	0.006188492548972409
K03608	-0.09767592337076927	0.3763295288975231	6.32668539174607e-6	7.251985920942361e-5
K03609	-0.06632361489297736	0.3667496357455075	3.1592700863648755e-7	6.330476961469165e-6
K03610	-0.08710401010062492	0.3788793103448276	8.71691529571943e-6	9.355722649388994e-5
K03611	0.12862675159082246	0.5360794074793589	0.3273307934303926	0.4177629490997551
K03612	0.008483449253496636	0.5066476444876153	0.3830219516609321	0.47364209940349994
K03613	0.0010697328724110031	0.4895155415250122	0.9691012066071367	0.9780766428012907
K03614	-6.144932911640571e-4	0.48836206896551726	0.981612881631316	0.9874469490866362
K03615	-0.004858182443050541	0.4615165128703254	0.5529026656226659	0.6360579472202902
K03616	0.003527531815799987	0.4838331714424478	0.7592469516303813	0.8134571172523364
K03617	0.0029257008028573724	0.5010381253035454	0.5996917343090558	0.6782126452130421
K03618	0.11623165665800926	0.5259409907722195	0.5726136228773955	0.6535353472008151
K03619	0.05392644225900653	0.5074672170956774	0.909205297070932	0.9326535316826905
K03620	0.08855439347697948	0.569530111704711	0.0014586490091974547	0.005344293529556026
K03621	-0.03284744376578614	0.40986522583778534	0.0017292990918584984	0.0061013529666765
K03622	0.15148779672429752	0.5190140845070422	0.11574476597573002	0.1774084033404494
K03623	0.1367464028047477	0.5899162214667315	1.2288830819806584e-4	8.045897051157315e-4
K03624	-0.008262123346670607	0.4440322972316659	0.17956339377065095	0.25585291016398504
K03625	-0.0012416831709489077	0.46673749392909175	0.5093961862820917	0.5967083878477455
K03626	-0.02904809482755873	0.4767302088392424	0.617107549735262	0.6923964115858969
K03627	0.18175957249980162	0.5333596406022341	0.021557337578427038	0.04519995267168874
K03628	5.009617833685449e-4	0.4790128703254007	0.8552129202174039	0.8905902317488478
K03629	-0.017013340587380948	0.40071029626032056	5.118996179956938e-4	0.002454587981407923
K03630	-0.0021713678989824826	0.46078800388538127	0.4805885410143085	0.5692498278393128
K03631	-0.0078122339422261435	0.4389570179698883	0.06307705289933584	0.10733218306186451
K03632	0.2965116208555313	0.5830318115590092	0.0017726632914567553	0.006212130609488321
K03633	0.2800909626602493	0.5809919864011656	0.002900136389286212	0.009154994038401514
K03634	0.14039757693430138	0.5900983487129675	3.857482191778061e-4	0.0019721253750382053
K03635	-8.229109379785472e-4	0.49349805730937346	0.6937245458520864	0.7589988852824553
K03636	0.07347514010002333	0.5193237008256435	0.5671135409932853	0.6489338634352105
K03637	-0.049989684597403494	0.41449125789218066	0.005111440559836174	0.014207375839796215
K03638	0.38827593069408	0.6074368625546381	7.344864175085064e-6	8.132001075955715e-5
K03639	-0.048767862253019156	0.401378096163186	4.965416084222928e-4	0.0023938634496761574
K03640	0.2128610022600639	0.6284907722195241	4.0949227564368584e-8	1.3462887874405912e-6
K03641	-0.027485098798418903	0.4476991257892181	0.034803965824438746	0.06617245414278447
K03642	0.16958106985124377	0.6066597863040312	1.4500323461952291e-5	1.4101475933964605e-4
K03643	0.10280032952691387	0.5363586692569209	0.29332003736647017	0.3817221772731262
K03644	0.06723869945840395	0.5864193783389995	4.02936181633784e-5	3.2875459742530785e-4
K03645	0.3144085954234862	0.5823640116561438	0.0016540649697103227	0.005911090221943224
K03646	0.05698585212660702	0.5746661000485673	0.0014565328041831194	0.00534284864094474
K03647	-0.030625477092013655	0.4678666828557553	0.33831159497095903	0.4284508734820185
K03648	0.002525468087962073	0.4955378824672171	0.5326526823412259	0.6176909292770029
K03649	-0.039755157362900875	0.42775012141816415	0.011517556822522585	0.02721181007519072
K03650	-0.016067088382236444	0.41772098105876637	0.005876591417127649	0.015863008049966217
K03651	0.01335863768458935	0.5075097134531326	0.8538967047886383	0.889801976237047
K03652	0.06801248193931858	0.5648190869354056	0.002679197878957762	0.008593959325447176
K03653	0.2918965124718651	0.6263416707139388	1.438478225423978e-10	2.2005950544707204e-8
K03654	0.0232272301558702	0.5493139873725109	0.04066330923613837	0.07503517164775707
K03655	-0.013215280340880407	0.41922656629431765	0.012739919108515884	0.029512538295935895
K03656	0.24166521135172592	0.5866379310344828	0.001620636920381724	0.005809899369822719
K03657	-0.029262944603997608	0.38175692083535695	1.3750941401162737e-5	1.3471519562346004e-4
K03658	0.04068666373169259	0.5224927149101505	0.21511653527891483	0.29705613555103966
K03660	-0.08484377656541607	0.36628824672170957	5.339535879209284e-7	9.94754283819903e-6
K03661	-0.07850803178507937	0.4652501214181642	0.005386523053587181	0.014797227530715816
K03664	-0.012747276137217396	0.42659664885866927	0.018022202599513374	0.03913707720128285
K03665	-0.005106148357162892	0.4524405050995629	0.2053658360133104	0.28598050611400777
K03666	0.10453422722997144	0.582449004371054	5.798931566574073e-4	0.002696113419760184
K03667	0.10081025345463243	0.564661243322001	0.008599773192183191	0.021506191683061074
K03668	0.14855698248687163	0.590669014084507	1.188304483685787e-4	7.854269144659547e-4
K03669	0.20285176016688783	0.558177513355998	0.0368076224292373	0.06929695816150938
K03670	0.19306410312635205	0.5611097620203982	0.02908388290456787	0.05746703638992484
K03671	0.01948795620733774	0.5343552695483245	0.015577551447998106	0.034776186844898645
K03672	0.12944496880977968	0.5470798931520156	0.03948353984187314	0.07326966233984825
K03673	0.08629085780623327	0.5270337542496357	0.5755506633121847	0.6561343546357739
K03674	0.3881505617396069	0.5842884895580378	9.217303334958515e-4	0.0038119801102807307
K03675	0.22633282512163508	0.5643759106362312	0.015429083761424822	0.0345255587404035
K03676	0.16146842011628815	0.5452343370568237	0.10800332287518799	0.16760952662351158
K03679	0.16718350568909623	0.5263538125303545	0.05311278799666841	0.09304387326877278
K03680	-0.08742002104979012	0.4697000971345313	0.22181708786888943	0.3047064296316725
K03683	0.2509756932139988	0.5692933462846042	0.012480327102998512	0.029004090594318774
K03684	-0.006260008256970652	0.4871721709567752	0.9771210822365306	0.984265337535017
K03685	-0.007184553150739186	0.43782782904322487	0.056709465079642245	0.09815574297401089
K03686	-0.039113378893190394	0.37554031083050027	9.746228297204912e-7	1.6152342938388557e-5
K03687	-0.015832791704145963	0.40767969888295286	0.0011263542709028956	0.0044008586566957435
K03688	-0.06922101542514242	0.41722316658572123	0.00426078643551217	0.01241558831300341
K03690	0.3711853905471922	0.5899465760077708	5.678879163626416e-4	0.0026511434123619795
K03693	-0.119207896161205	0.4281143759106362	0.007946457506695896	0.02020277369343022
K03694	0.0572584963791518	0.5431338028169014	0.1500844685735805	0.220810421213766
K03695	-0.0030257613925163697	0.4732940747935891	0.6918245870496401	0.7578077917023099
K03696	-0.02317676373943056	0.41208717824186497	0.001484140967505588	0.0054157529341775
K03697	-0.04804788273924333	0.43413671685284116	0.012319130850092078	0.028688139904122504
K03698	-0.056156659259065926	0.38053059737736766	8.10371110492393e-6	8.855085417537069e-5
K03699	0.008180766083561162	0.5088817387081108	0.23623401722343385	0.320063727792646
K03700	-0.08337277280316885	0.3558220009713453	5.117130502282709e-8	1.5839211340723328e-6
K03701	0.0011553826779860145	0.4827404079650316	0.9387617848938097	0.9547238556418123
K03702	-0.014320129402525767	0.4269730451675571	0.018882018761889562	0.04059634033806256
K03703	-0.007178691718523812	0.4301420592520641	0.02270118928238094	0.0470648842171854
K03704	0.0049775560174913315	0.4797899465760077	0.9126073554088594	0.9348173464173932
K03705	-0.0605830129928057	0.3762202525497815	2.75414831982521e-6	3.760929959740693e-5
K03706	-0.08835264137900388	0.3847923749392909	4.742962857963804e-5	3.739372600109224e-4
K03707	-0.0752254581625652	0.4143698397280233	6.742156683995608e-4	0.003026741333023988
K03708	-0.046192408556645345	0.4516209324915007	0.10818522779782831	0.16776091367090143
K03709	-0.03923185941093328	0.40254371053909666	3.82409505330366e-4	0.0019575724677625876
K03710	0.007866021232686116	0.5033936376881982	0.3907701450035581	0.4816511471185783
K03711	-0.009082498351822486	0.44935041282175814	0.17137700232009295	0.24624669195313184
K03712	0.12816247277234422	0.5505828071879553	0.09705993266775592	0.15313601038714764
K03713	-0.052934680715073124	0.4606362311801846	0.1529048867016008	0.22417220304298457
K03714	-0.02272726110353427	0.46753278290432254	1.282142063947416e-4	8.285402466071287e-4
K03716	-0.12817130731611906	0.39927756192326375	1.4234296354465102e-4	9.022615737033457e-4
K03717	0.4281810148941255	0.605190626517727	4.597704680686654e-5	3.653820253233e-4
K03718	0.08825174158375979	0.6082017969888296	5.54898153759531e-6	6.520258217366425e-5
K03719	-0.05051539847656074	0.3932066537153958	2.004938559209177e-5	1.8502652248850353e-4
K03720	0.30838690230164023	0.5693419135502671	0.009654359012082114	0.02363588773189501
K03721	0.15625136433021988	0.6182673627974745	6.796453187130069e-6	7.658043215810156e-5
K03722	0.0243144741117286	0.5010988343856241	0.2551932426667336	0.34135904580693893
K03723	-0.022506600181446505	0.39987251092763476	1.831744488304555e-4	0.0010997379173179422
K03724	-0.013561424872698676	0.4785636231180184	0.7552799870495824	0.8108302694978985
K03725	0.18023923437283698	0.5420956775133561	0.00734014685842399	0.018936352578311784
K03726	0.07389539216897617	0.5404747450218552	0.07413924599057586	0.123075480353721
K03727	-0.31608051227984973	0.39402622632345796	4.363659567246561e-5	3.488238540420991e-4
K03732	0.26284721395263727	0.5806398737251093	0.003540014780297085	0.010736110399261652
K03733	0.019348040075497057	0.5388234579893152	0.018736629760158996	0.04032735112068853
K03734	-0.007581060992194905	0.44134895580378825	0.11734246345372278	0.1795804726383926
K03735	0.0916317446857149	0.5702829043224866	0.0058171631311236816	0.015756054718450423
K03736	0.07239384965915391	0.5467763477416222	0.052058754834252596	0.09147943333476462
K03737	0.012803964948860484	0.5195543953375426	0.10723367932881267	0.1665776057529203
K03738	-0.0014078197793868693	0.4872814473045167	0.7263200012291308	0.7863194896268012
K03739	-0.008752900859235807	0.4845981058766391	0.8820144742660789	0.9109192916231564
K03740	0.0011551085292972885	0.49522219524040795	0.5565085530972633	0.6392816664099248
K03741	-0.0053876000026779345	0.48838635259834867	0.7299974320621909	0.7897808006603622
K03742	0.010317433480812679	0.49491864983001455	0.597833213487122	0.6763992623083567
K03743	-0.02573549163605846	0.43315322972316656	0.025430923846652694	0.0514242499237728
K03744	0.038809935539131465	0.5616257892180669	0.0015966476748368041	0.005744609793453993
K03745	0.2539009984474351	0.5882770762506071	0.00137507116797142	0.005123508731247141
K03746	0.11335591442738405	0.5291100048567267	0.5181631830547069	0.6046630660408088
K03747	0.32511355344696374	0.578903593977659	0.001996895643023633	0.006820654718872048
K03748	0.08460840015876159	0.5856908693540553	2.2238622064474356e-4	0.001274555032585688
K03749	0.10625511686113047	0.5252489072365226	0.5584566667665805	0.6408717230421448
K03750	-0.01526876402632664	0.4651226323457989	0.6097810728858368	0.686791509954245
K03752	-0.052418577481538976	0.4327889752306945	0.07394861315094614	0.12281027507636254
K03753	-0.008338739532358887	0.47324550752792616	0.670557233880126	0.7383090374417166
K03755	0.3786098508368983	0.5913246721709567	2.9045703424901426e-4	0.0015761157622448216
K03756	0.11197735064492241	0.5416282175813502	0.1517302263450846	0.22281963274416614
K03757	0.34488250449305363	0.5844766877124817	9.287938599875645e-4	0.003836217630426311
K03758	0.07778609615776655	0.5453678970373967	0.027428336462083758	0.05463004921278825
K03759	0.30136794011042334	0.5902136959689169	0.00127153834543825	0.004828683563841736
K03760	0.19544780438144443	0.630882710053424	5.414527515235079e-8	1.632880394252178e-6
K03761	0.18088046420199844	0.558274647887324	0.014684430542340587	0.03318597868304527
K03762	-0.02262681187162785	0.4727719766877124	0.3800057264414936	0.470790461585747
K03763	-0.052081373873646794	0.38566658572122386	2.0450242675247734e-5	1.8850716162409703e-4
K03764	0.2964735681812658	0.5733729966002914	0.006945726690986698	0.018127708604592906
K03765	-0.09235711228695126	0.48904201068479847	0.27400511078295847	0.360819509398847
K03767	-0.03827430782582378	0.4678545410393395	0.2423612139559045	0.3271095108617611
K03768	-0.03192406429474075	0.39028047595920345	4.2618969107388174e-5	3.4414008781987046e-4
K03769	0.002441074429357654	0.4854541039339485	0.9826061367899682	0.9879463875333919
K03770	0.1624636482966334	0.6385320543953374	7.0050698575130355e-9	3.5493841220710955e-7
K03771	0.15350140322753955	0.616822486644002	7.238228201256192e-7	1.2738961358626771e-5
K03772	0.07251775155423563	0.5580803788246722	0.008974559736854237	0.022254558200335242
K03773	0.15443977776001036	0.5959264205925207	2.0376977170588617e-4	0.0011892799221719182
K03774	0.06963950208002027	0.5255706653715395	0.48805694021050505	0.5760883588127265
K03775	0.1679167812281637	0.6237918892666343	1.1387901244219734e-7	2.9222823999279993e-6
K03776	0.280357969153202	0.5817326372025254	0.0012424357289477772	0.00474715476646473
K03777	0.18300085614662492	0.5573457989315201	0.02638641702722344	0.05292585664436775
K03778	-0.0024879561765900004	0.48518091306459443	0.9982221083513375	0.9987242953005773
K03779	-0.09971253173149408	0.3838574550752793	2.6018711850751184e-5	2.310031838981313e-4
K03780	-0.07805602174283788	0.3906568722680913	1.2568908691760106e-4	8.162095399424624e-4
K03781	0.16315732327269328	0.6425024283632832	1.8279616487149042e-8	7.381439043414753e-7
K03782	0.309692122443846	0.5826857697911607	0.0014883371080485208	0.005421117991999076
K03783	-0.0026859213135479528	0.4849927149101505	0.9263161805611179	0.9454838356137208
K03784	-0.021769748842852498	0.4547656629431763	0.2370013005710042	0.3208006374072381
K03785	-0.0586294171283622	0.3985369111219038	1.5745896356181055e-4	9.824204353993749e-4
K03786	0.017010106366560786	0.5252367654201068	0.1746175332183051	0.25024153781579334
K03787	0.11483019585384245	0.6156568722680913	1.1475355021772771e-7	2.9352556012283726e-6
K03788	0.26353396800530354	0.5686801845556095	0.012848021979686708	0.029711050828025512
K03789	-0.04792225431685861	0.37492107819329773	3.6644678859788534e-6	4.7554391570900134e-5
K03790	0.006966341838982266	0.5015723652258378	0.7044874994047954	0.7681192513384247
K03791	0.039869922317105844	0.5167982030111704	0.5132131542804121	0.6003839179853939
K03793	0.2710937419924256	0.5710539096648859	0.005955441518580518	0.016021487074842074
K03794	-0.027770163616539313	0.4805852355512385	0.2710973966148177	0.35817634779453156
K03795	0.23814457179840792	0.5431459446333172	0.017974078295826645	0.03904527385125641
K03796	0.32614411075937044	0.5872571636716853	0.001193949130183558	0.004606361464774202
K03797	0.051413033309209176	0.5845738222438077	5.9413182459167047e-5	4.5709077994455886e-4
K03798	-0.039806814699907926	0.39406872268091303	1.2546836106452948e-4	8.159167729420889e-4
K03799	0.029500206233122085	0.534330985915493	0.09022235863448347	0.14426509807785245
K03800	0.10707046162234707	0.6220920349684312	7.761952258711347e-8	2.1439697992378045e-6
K03801	0.1755463978648163	0.6312833899951433	6.751634873403134e-8	1.953063833378979e-6
K03802	-0.18946727039592315	0.43686862554638173	0.016227578033355915	0.03603863295794146
K03803	0.13329896359617172	0.6370628946090335	3.2619875689476885e-9	1.9681436453653028e-7
K03804	0.34588710921989707	0.5897098105876639	5.14947884775907e-4	0.0024603065605960004
K03805	0.08211811952604077	0.5218370568237009	0.6936408063762394	0.7589988852824553
K03806	0.10976556563969843	0.5339910150558523	0.4697398381395761	0.5586455991030539
K03807	0.40928080673861383	0.6015480815930063	6.581877768119249e-5	4.945447682035775e-4
K03808	0.2883958516884697	0.5809677027683341	0.003571152108586606	0.010808333386240284
K03809	0.08671440125672776	0.5595009713453132	0.010763151363123447	0.0257838657221959
K03810	0.20308266898775904	0.5840092277804759	9.906521462266227e-4	0.0040186832346929035
K03811	0.04821710955016455	0.5608851384167071	0.0034050159365341948	0.010410906335691477
K03812	0.09402196473571275	0.5238040310830501	0.2860063481213089	0.3732863821665319
K03813	0.018091314005639476	0.5090638659543468	0.40617125563752543	0.49611826489653066
K03814	0.15246061347057488	0.6019973288003885	5.1696942167334115e-5	4.0279057291003217e-4
K03815	0.18621234221074148	0.540213695968917	0.11106512910693978	0.17139148439295943
K03816	-0.023471409699708908	0.38877489072365223	7.849892833260964e-5	5.656331294256428e-4
K03817	0.09145029704767792	0.564296988829529	0.005967524951829839	0.01604314328888353
K03818	0.14620105762356306	0.597334871296746	2.0611366124989594e-4	0.0011991562081916979
K03819	0.2418088719411072	0.5497085964060223	0.03744983948001912	0.07016332384916442
K03820	0.1473107702160898	0.5959264205925207	4.2225903531978304e-5	3.4136896605374735e-4
K03823	-0.03311963992172947	0.38431884409907724	2.120036710421172e-5	1.9407240542463087e-4
K03824	0.14046177287413533	0.6211571151044196	1.120759757888834e-6	1.7902899345392922e-5
K03825	0.05781471073395304	0.5443722680913065	0.14602649929177947	0.2156377950373317
K03826	-0.01933497302510778	0.45663550267119957	0.2808847620837133	0.3679298999466391
K03827	0.08317849224482556	0.6132649344341914	1.0895154356482806e-6	1.754472730887059e-5
K03828	0.1040664335908106	0.6025437105390966	1.7675685712648104e-5	1.6719391182415657e-4
K03829	0.010907966466873692	0.5070968916949975	0.8600463682679269	0.8945299489247109
K03830	0.11125564361191137	0.6218977659057795	4.6604074421807695e-7	8.890537458644609e-6
K03831	-0.05175169167372371	0.437269305488101	0.030312874424990057	0.05935412283805809
K03832	0.13351143934145143	0.5926359883438562	4.768915769037818e-5	3.756111380464935e-4
K03833	0.08077979875055935	0.5758681398737251	9.635612509306668e-5	6.630735078852469e-4
K03834	0.06803984493043463	0.5382406508013599	0.3789132506313564	0.470022596097371
K03835	0.29121736291064987	0.5845556095191841	0.002304787327636504	0.007640123924107885
K03836	0.35688909669566404	0.5872085964060223	3.110385710769492e-4	0.0016673260329630264
K03837	0.3345494532240577	0.5985854783875668	1.7235441935836704e-4	0.0010472048091934919
K03838	0.34664057339472854	0.5888477416221467	6.667828108262164e-4	0.0030035431824023506
K03839	0.04322242069087862	0.5946879553181157	7.103069316527488e-5	5.246510344751734e-4
K03840	0.3360248221281758	0.5816355026711996	0.0014059767477374585	0.005211810357992303
K03841	0.15099567665310779	0.5759045653229724	0.007331715120102222	0.01892400836483231
K03842	-0.05439790952003316	0.4632527926177757	0.004375174683234093	0.012679240293306818
K03843	0.10225351730109784	0.5601687712481788	0.03374876543604066	0.06453877767022762
K03844	-0.03628048202433792	0.4771551724137931	0.07182287438017819	0.11978007666547537
K03845	-0.057086315183190545	0.47173385138416707	0.025556175585655486	0.051598826594895786
K03846	-0.010691421608170347	0.47689412336085474	0.04543006390719778	0.08196782907275081
K03849	-0.011560941458131874	0.4870021855269548	0.2699156873791489	0.35685213446919223
K03851	0.21994589417896127	0.5971527440505099	5.205932157890114e-4	0.0024783477149022057
K03852	0.1933411766288833	0.5593370568237008	0.0033049442504540227	0.01015514356349609
K03855	0.08634825516183832	0.5348470131131617	0.05838196133141049	0.10043868996353167
K03856	-0.023097623695599232	0.4467034968431277	0.07624278380718555	0.12614628643638956
K03857	0.008717531054733637	0.5084567751335599	0.5489603114193233	0.6323456816305701
K03862	0.019776782369700357	0.5180184555609519	0.9443669551103626	0.9585860824171155
K03863	0.24557326282242134	0.5667921321029626	0.019696760728822982	0.04198888812213931
K03867	0.026988105047040876	0.5051845556095192	0.9648617832343098	0.9747873362495472
K03877	-0.050933646893162515	0.4602901894123361	0.003055038188113377	0.009511870366513468
K03878	-0.193414161120306	0.4573700825643517	0.028590554159567152	0.05663293285342547
K03879	-0.296796354748726	0.4112676056338028	4.4528291142977814e-4	0.002201507495602166
K03880	-0.17168023662172713	0.4402622632345799	0.005431488045619601	0.014870495698271442
K03881	-0.14799274112122268	0.4517605633802817	0.09697686168624185	0.15306566164961388
K03882	-0.2161565581834837	0.4351869839728023	0.0023948376568978893	0.007882057741258879
K03883	-0.21455802480987848	0.4362554638173871	0.01504898667269613	0.033865541437425095
K03884	-0.19164954542196688	0.4404686741136474	0.024335696606437997	0.04963858115492673
K03885	0.13525528173956952	0.608177513355998	2.3727519716576495e-5	2.1343383087760103e-4
K03892	-0.0076752799441636745	0.46946940262263237	0.6629928244445245	0.7325149886744711
K03893	0.11087701531313653	0.5298445847498786	0.41605059870216965	0.5063773734204038
K03894	0.08450269546354976	0.5485126274890724	0.07159243975484175	0.1194709163519543
K03895	0.2250483920315357	0.5888477416221467	0.0010779364927284707	0.0042789345307659606
K03897	0.2762630689226294	0.5976019912578922	1.5507906250866732e-4	9.713810568948414e-4
K03903	0.21036258125671192	0.5774951432734338	8.605939412906771e-4	0.003612677996288832
K03918	0.09778448671398493	0.5373967945604662	0.025797064680536774	0.05192703682532137
K03919	0.3270305023031984	0.5814533754249636	0.0016572844929674257	0.005917279237682168
K03923	0.08057043836616502	0.534148858669257	0.364189185539072	0.4548790973407627
K03924	0.020985077570941243	0.5384592034968432	0.05902407721636149	0.10141177845705307
K03925	-0.014881897669276561	0.43229116075764934	0.05061478927204193	0.08952127568875418
K03926	0.18981626782261135	0.5657722195240408	0.009439202413172199	0.023146996053262897
K03927	-0.04027420250308012	0.4724805730937348	0.791518994533571	0.8387549755580868
K03928	0.05601215069530429	0.5329711024769306	0.162148350234268	0.23503828828600618
K03929	-0.02199331733370764	0.46796381738708115	0.2851357543606027	0.3723333758927436
K03930	-0.09391134401587592	0.3862493929091792	3.181067182443724e-5	2.7221462214137667e-4
K03931	0.10903672637538406	0.6045592520641088	1.1657530806674643e-5	1.1664862587056199e-4
K03932	0.05575957672010619	0.5658268576979116	0.006295789047701117	0.016750167850990764
K03933	-0.17553584889021545	0.3802756192326372	4.24407157849465e-6	5.3420236403362245e-5
K03934	-0.09272284608548932	0.45797717338513844	4.533687828193466e-4	0.0022293195601585263
K03935	0.10310843666061775	0.5206410879067509	0.20009865296846807	0.2796038616483688
K03936	-0.21761888439681082	0.4374817872753764	0.0029608839535143093	0.009282821888787082
K03940	0.05853618911142725	0.5286364740165129	0.27145159826818865	0.35851415597411596
K03941	0.21662160221366947	0.5442326372025255	0.025863170718456008	0.052020612658740216
K03942	0.025110733383795075	0.49125182127246236	0.6321985533741052	0.7051513589583577
K03943	-0.05549730303907544	0.4752549781447305	0.0373082645687378	0.06999699166139368
K03950	-0.032340055690944766	0.4819086935405537	0.14090921716243185	0.20932452334773957
K03953	-0.06758201085137573	0.46600291403593974	0.014663549712280762	0.03314820629758268
K03954	0.013193989115456774	0.4970070422535211	0.632622470854395	0.705256119703006
K03955	-0.045849030272023396	0.4660271976687712	2.6461415962783334e-4	0.0014792731130284006
K03963	0	0.4988343856240894	0.9964374654776791	0.9977302908172078
K03969	-0.12331018766441337	0.39675206410879066	1.1626475407115507e-4	7.726701074653622e-4
K03970	0.163639213353258	0.5453496843127732	0.07208310910774096	0.12011335001090895
K03971	0.10737338632277316	0.5286425449247207	0.3129481359139288	0.402652165294897
K03972	-0.02679549655670871	0.4445301117047111	0.08585606361773448	0.13856461474519735
K03973	0.06747130998785807	0.5947729480330257	2.198678533904541e-6	3.0956615464089605e-5
K03974	0.32538181771379016	0.5833717824186498	0.0017850053879640004	0.006233414337688158
K03975	0.03153856993733183	0.5395762506070909	0.11668233874803668	0.17874215381102096
K03976	-0.026176166074946577	0.393704468188441	9.045050319115345e-5	6.311699586716015e-4
K03977	-0.007536960939647193	0.4409847013113162	0.05622609952961759	0.0974250973117203
K03978	-0.008821923610406207	0.43100412821758133	0.027714482163511203	0.055125002285234495
K03979	-0.0031942012822798733	0.47301481301602716	0.6001086262029597	0.6784912054355521
K03980	-0.017283251641410226	0.46948154443904805	0.4048028505832342	0.4947313990458792
K03981	0.046315458513868785	0.5030050995628945	0.6619994923183649	0.7316207226163647
K04001	0.01798183714812751	0.5034543467702769	0.587513263317982	0.6672537546676618
K04013	0.2663630676502542	0.570173627974745	0.007777024790745379	0.019873508580269674
K04014	0.05773358589607705	0.5145580378824672	0.8708648940487254	0.9030252288701248
K04015	-0.06628630288695982	0.45856605148130164	0.08401725020492569	0.13630856872272726
K04017	0.3899357647914773	0.5919499757163671	1.5733733521305915e-4	9.824204353993749e-4
K04018	0.0883688944763402	0.5275133559980573	0.48624631849360167	0.57449717267438
K04019	0.0726063272569174	0.5492411364740165	0.031045708682696516	0.06042784746044795
K04020	0.355374577635116	0.592557066537154	3.9767035559368225e-4	0.002020094303159478
K04021	0.2503683526991324	0.5967459932005829	2.5543302957808933e-4	0.0014370365985103965
K04022	-0.006037829848236711	0.47116925692083533	0.8128277919906262	0.8565440068353117
K04023	0.06459293467944797	0.561030840213696	0.007561799349858456	0.01939829533315834
K04024	0.01832485301314835	0.5046078193297717	0.3333163459834467	0.4235673374278464
K04025	0.35243266214640556	0.5878946090335114	4.522756739351319e-4	0.002227772746844566
K04026	0.028796791740085256	0.5097316658572123	0.2785201269912081	0.3657962044271191
K04027	0.024733505743765313	0.5150983487129674	0.08537683377087468	0.13807129754976785
K04028	0.018741256041597217	0.514612676056338	0.16751687042736063	0.2415875098349626
